Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Profit Margin %
PAYMENT,6,4,30.45,86.99,Late delivery,1,9,Cardio Equipment,Irwin,EE. UU.,Mary,181,Jones,Home Office,PA,1723 Tawny Via,15642.0,3,Footwear,33.93185043,-117.9664383,Pacific Asia,Mosul,Irak,181,13.0,0.13,99.99,0.35,1,99.99,86.99,30.45,West Asia,Nínive,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,30.45304530453045
PAYMENT,6,4,-177.31,114.39,Late delivery,1,18,Men's Footwear,Irwin,EE. UU.,Mary,181,Jones,Home Office,PA,1723 Tawny Via,15642.0,4,Apparel,33.93185043,-117.9664383,Pacific Asia,Mosul,Irak,181,15.6,0.12,129.99,-1.55,1,129.99,114.39,-177.31,West Asia,Nínive,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-136.4028002154012
PAYMENT,3,4,32.63,112.5,Advance shipping,0,24,Women's Apparel,Irwin,EE. UU.,Mary,181,Jones,Home Office,PA,1723 Tawny Via,15642.0,5,Golf,33.93185043,-117.9664383,Africa,Bangui,República Centroafricana,181,37.5,0.25,50.0,0.29,3,150.0,112.5,32.63,Central Africa,Bangui,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,21.753333333333337
PAYMENT,4,4,64.79,134.98,Shipping on time,0,17,Cleats,Irwin,EE. UU.,Mary,181,Jones,Home Office,PA,1723 Tawny Via,15642.0,4,Apparel,33.93185043,-117.9664383,Europe,Plymouth,Reino Unido,181,44.99,0.25,59.99,0.48,3,179.97,134.98,64.79,Northern Europe,Inglaterra,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,36.00044451853087
PAYMENT,3,4,120.18,383.96,Advance shipping,0,9,Cardio Equipment,Irwin,EE. UU.,Mary,181,Jones,Home Office,PA,1723 Tawny Via,15642.0,3,Footwear,33.93185043,-117.9664383,Africa,Bangui,República Centroafricana,181,16.0,0.04,99.99,0.31,4,399.96,383.96,120.18,Central Africa,Bangui,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,30.04800480048005
PAYMENT,4,4,57.01,211.16,Shipping on time,0,17,Cleats,Irwin,EE. UU.,Mary,181,Jones,Home Office,PA,1723 Tawny Via,15642.0,4,Apparel,33.93185043,-117.9664383,Europe,Plymouth,Reino Unido,181,28.8,0.12,59.99,0.27,4,239.96,211.16,57.01,Northern Europe,Inglaterra,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,23.7581263543924
PAYMENT,4,4,100.21,208.77,Shipping on time,0,17,Cleats,Irwin,EE. UU.,Mary,181,Jones,Home Office,PA,1723 Tawny Via,15642.0,4,Apparel,33.93185043,-117.9664383,Europe,Plymouth,Reino Unido,181,31.19,0.13,59.99,0.48,4,239.96,208.77,100.21,Northern Europe,Inglaterra,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,41.76112685447574
PAYMENT,6,2,110.25,314.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,7,Fan Shop,18.24756432,-66.02529144,Europe,Toulouse,Francia,182,35.0,0.1,349.99,0.35,1,349.99,314.99,110.25,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PENDING_PAYMENT,Pelican Maverick 100X Kayak,349.99,Second Class,31.50090002571502
PAYMENT,6,2,55.41,113.09,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,4,Apparel,18.24756432,-66.02529144,Europe,Toulouse,Francia,182,16.9,0.13,129.99,0.49,1,129.99,113.09,55.41,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,42.62635587352872
PAYMENT,6,2,16.81,148.76,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,5,Golf,18.24756432,-66.02529144,Europe,Toulouse,Francia,182,11.2,0.07,39.99,0.11,4,159.96,148.76,16.81,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class,10.508877219304823
PAYMENT,3,4,-50.22,269.98,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,7,Fan Shop,18.24756432,-66.02529144,Europe,Crotone,Italia,182,30.0,0.1,299.98,-0.19,1,299.98,269.98,-50.22,Southern Europe,Calabria,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,-16.74111607440496
PAYMENT,3,4,-62.62,293.98,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,7,Fan Shop,18.24756432,-66.02529144,LATAM,Apucarana,Brasil,182,6.0,0.02,299.98,-0.21,1,299.98,293.98,-62.62,South America,Paraná,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,-20.874724981665445
PAYMENT,3,4,9.8,195.98,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,3,Footwear,18.24756432,-66.02529144,Europe,Crotone,Italia,182,4.0,0.02,99.99,0.05,2,199.98,195.98,9.8,Southern Europe,Calabria,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,4.900490049004901
PAYMENT,3,4,63.04,193.98,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,3,Footwear,18.24756432,-66.02529144,Europe,Crotone,Italia,182,6.0,0.03,99.99,0.33,2,199.98,193.98,63.04,Southern Europe,Calabria,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,31.523152315231524
PAYMENT,3,4,2.56,25.58,Advance shipping,0,41,Trade-In,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,6,Outdoors,18.24756432,-66.02529144,LATAM,Apucarana,Brasil,182,6.4,0.2,15.99,0.1,2,31.98,25.58,2.56,South America,Paraná,PENDING_PAYMENT,Glove It Urban Brick Golf Towel,15.99,Standard Class,8.005003126954346
PAYMENT,3,4,9.9,132.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,5,Golf,18.24756432,-66.02529144,Europe,Crotone,Italia,182,18.0,0.12,50.0,0.08,3,150.0,132.0,9.9,Southern Europe,Calabria,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,6.6000000000000005
PAYMENT,3,4,38.68,82.29,Advance shipping,0,13,Electronics,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,3,Footwear,18.24756432,-66.02529144,LATAM,Apucarana,Brasil,182,1.68,0.02,27.99,0.47,3,83.97,82.29,38.68,South America,Paraná,PENDING_PAYMENT,Under Armour Kids' Mercenary Slide,27.99,Standard Class,46.064070501369535
PAYMENT,3,4,30.66,65.22,Advance shipping,0,40,Accessories,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,6,Outdoors,18.24756432,-66.02529144,LATAM,Apucarana,Brasil,182,9.75,0.13,24.99,0.47,3,74.97,65.22,30.66,South America,Paraná,PENDING_PAYMENT,Team Golf San Francisco Giants Putter Grip,24.99,Standard Class,40.89635854341736
TRANSFER,2,1,-152.0,95.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,5,Golf,18.24756432,-66.02529144,Pacific Asia,Samarinda,Indonesia,182,5.0,0.05,50.0,-1.6,2,100.0,95.0,-152.0,Southeast Asia,Kalimantan Oriental,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,-152.0
TRANSFER,2,1,14.18,141.75,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,5,Golf,18.24756432,-66.02529144,Pacific Asia,Samarinda,Indonesia,182,8.25,0.06,50.0,0.1,3,150.0,141.75,14.18,Southeast Asia,Kalimantan Oriental,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,9.453333333333331
TRANSFER,2,1,7.87,104.93,Late delivery,1,37,Electronics,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,6,Outdoors,18.24756432,-66.02529144,Pacific Asia,Samarinda,Indonesia,182,23.03,0.18,31.99,0.08,4,127.96,104.93,7.87,Southeast Asia,Kalimantan Oriental,PENDING,Bridgestone e6 Straight Distance NFL San Dieg,31.99,First Class,6.150359487339794
TRANSFER,2,1,91.46,251.96,Late delivery,1,17,Cleats,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,4,Apparel,18.24756432,-66.02529144,Pacific Asia,Samarinda,Indonesia,182,47.99,0.16,59.99,0.36,5,299.95,251.96,91.46,Southeast Asia,Kalimantan Oriental,PENDING,Perfect Fitness Perfect Rip Deck,59.99,First Class,30.491748624770796
TRANSFER,4,4,-224.23,97.49,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,4,Apparel,18.24756432,-66.02529144,LATAM,Mexicali,México,182,32.5,0.25,129.99,-2.3,1,129.99,97.49,-224.23,Central America,Baja California,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-172.49788445265017
TRANSFER,4,4,59.14,181.98,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,3,Footwear,18.24756432,-66.02529144,LATAM,Mexicali,México,182,18.0,0.09,99.99,0.33,2,199.98,181.98,59.14,Central America,Baja California,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,29.572957295729573
TRANSFER,4,4,-296.93,118.77,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,5,Golf,18.24756432,-66.02529144,LATAM,Mexicali,México,182,1.2,0.01,39.99,-2.5,3,119.97,118.77,-296.93,Central America,Baja California,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,-247.5035425523048
TRANSFER,4,4,167.98,399.96,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,James,182,Ortiz,Consumer,PR,7446 Rocky Inlet,725.0,3,Footwear,18.24756432,-66.02529144,LATAM,Mexicali,México,182,99.99,0.2,99.99,0.42,5,499.95,399.96,167.98,Central America,Baja California,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,33.5993599359936
TRANSFER,3,4,90.7,188.95,Advance shipping,0,29,Shop By Sport,Hayward,EE. UU.,Wayne,183,Smith,Consumer,CA,4197 Lazy Diversion,94541.0,5,Golf,33.61837387,-117.1344681,Europe,Les Pavillons-sous-Bois,Francia,183,11.0,0.06,39.99,0.48,5,199.95,188.95,90.7,Western Europe,Isla de Francia,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,45.361340335083774
TRANSFER,3,4,35.49,118.29,Advance shipping,0,18,Men's Footwear,Hayward,EE. UU.,Wayne,183,Smith,Consumer,CA,4197 Lazy Diversion,94541.0,4,Apparel,33.61837387,-117.1344681,Europe,Les Pavillons-sous-Bois,Francia,183,11.7,0.09,129.99,0.3,1,129.99,118.29,35.49,Western Europe,Isla de Francia,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,27.30210016155089
TRANSFER,3,4,30.0,119.98,Advance shipping,0,17,Cleats,Hayward,EE. UU.,Wayne,183,Smith,Consumer,CA,4197 Lazy Diversion,94541.0,4,Apparel,33.61837387,-117.1344681,Europe,Les Pavillons-sous-Bois,Francia,183,0.0,0.0,59.99,0.25,2,119.98,119.98,30.0,Western Europe,Isla de Francia,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,25.00416736122687
TRANSFER,3,4,7.45,53.98,Advance shipping,0,44,Hunting & Shooting,Hayward,EE. UU.,Wayne,183,Smith,Consumer,CA,4197 Lazy Diversion,94541.0,7,Fan Shop,33.61837387,-117.1344681,Europe,Les Pavillons-sous-Bois,Francia,183,6.0,0.1,29.99,0.14,2,59.98,53.98,7.45,Western Europe,Isla de Francia,PENDING,ENO Atlas Hammock Straps,29.99,Standard Class,12.420806935645215
TRANSFER,3,4,-124.43,149.38,Advance shipping,0,17,Cleats,Hayward,EE. UU.,Wayne,183,Smith,Consumer,CA,4197 Lazy Diversion,94541.0,4,Apparel,33.61837387,-117.1344681,Europe,Les Pavillons-sous-Bois,Francia,183,30.59,0.17,59.99,-0.83,3,179.97,149.38,-124.43,Western Europe,Isla de Francia,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-69.13930099461022
PAYMENT,5,4,-200.17,260.98,Late delivery,1,43,Camping & Hiking,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,7,Fan Shop,40.68676758,-73.37345123,Africa,Lome,Togo,184,39.0,0.13,299.98,-0.77,1,299.98,260.98,-200.17,West Africa,Marítima,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,-66.72778185212347
DEBIT,2,1,17.82,237.56,Late delivery,1,17,Cleats,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,4,Apparel,40.68676758,-73.37345123,LATAM,Managua,Nicaragua,184,2.4,0.01,59.99,0.08,4,239.96,237.56,17.82,Central America,Managua,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class,7.426237706284381
DEBIT,2,1,-129.3,78.36,Late delivery,1,36,Golf Balls,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,6,Outdoors,40.68676758,-73.37345123,LATAM,Managua,Nicaragua,184,1.6,0.02,19.99,-1.65,4,79.96,78.36,-129.3,Central America,Managua,COMPLETE,Glove It Women's Imperial Golf Glove,19.99,First Class,-161.70585292646328
DEBIT,2,1,44.55,247.5,Late delivery,1,24,Women's Apparel,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,5,Golf,40.68676758,-73.37345123,LATAM,Managua,Nicaragua,184,2.5,0.01,50.0,0.18,5,250.0,247.5,44.55,Central America,Managua,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,17.82
DEBIT,4,2,24.5,50.0,Late delivery,1,24,Women's Apparel,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,5,Golf,40.68676758,-73.37345123,LATAM,Villa Nueva,Guatemala,184,0.0,0.0,50.0,0.49,1,50.0,50.0,24.5,Central America,Guatemala,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,49.0
DEBIT,2,2,-85.3,116.37,Shipping on time,0,29,Shop By Sport,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,5,Golf,40.68676758,-73.37345123,Pacific Asia,Wollongong,Australia,184,3.6,0.03,39.99,-0.73,3,119.97,116.37,-85.3,Oceania,Nueva Gales del Sur,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class,-71.10110861048595
DEBIT,2,2,60.0,200.0,Shipping on time,0,24,Women's Apparel,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,5,Golf,40.68676758,-73.37345123,Pacific Asia,Wollongong,Australia,184,0.0,0.0,50.0,0.3,4,200.0,200.0,60.0,Oceania,Nueva Gales del Sur,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,30.0
DEBIT,3,4,57.96,118.29,Advance shipping,0,18,Men's Footwear,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,4,Apparel,40.68676758,-73.37345123,LATAM,Mexico City,México,184,11.7,0.09,129.99,0.49,1,129.99,118.29,57.96,Central America,Distrito Federal,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,44.58804523424879
DEBIT,3,4,85.17,251.98,Advance shipping,0,43,Camping & Hiking,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,7,Fan Shop,40.68676758,-73.37345123,LATAM,Mexico City,México,184,48.0,0.16,299.98,0.34,1,299.98,251.98,85.17,Central America,Distrito Federal,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,28.391892792852857
DEBIT,3,4,146.99,299.99,Advance shipping,0,45,Fishing,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,7,Fan Shop,40.68676758,-73.37345123,LATAM,Mexico City,México,184,100.0,0.25,399.98,0.49,1,399.98,299.99,146.99,Central America,Distrito Federal,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,36.74933746687334
DEBIT,2,1,42.98,227.41,Late delivery,1,46,Indoor/Outdoor Games,Lindenhurst,EE. UU.,Mary,184,Boyd,Consumer,NY,3594 Thunder Zephyr Bank,11757.0,7,Fan Shop,40.68676758,-73.37345123,LATAM,Managua,Nicaragua,184,22.49,0.09,49.98,0.19,5,249.9,227.41,42.98,Central America,Managua,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,First Class,17.198879551820724
DEBIT,3,4,64.17,205.0,Advance shipping,0,24,Women's Apparel,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,5,Golf,38.15983963,-85.59026337,Africa,Nairobi,Kenia,185,45.0,0.18,50.0,0.31,5,250.0,205.0,64.17,East Africa,Nairobi,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,25.668000000000003
DEBIT,2,1,11.01,35.19,Late delivery,1,29,Shop By Sport,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,5,Golf,38.15983963,-85.59026337,Pacific Asia,Adana,Turquía,185,4.8,0.12,39.99,0.31,1,39.99,35.19,11.01,West Asia,Adana,ON_HOLD,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class,27.53188297074268
DEBIT,2,1,40.5,150.0,Late delivery,1,24,Women's Apparel,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,5,Golf,38.15983963,-85.59026337,Pacific Asia,Adana,Turquía,185,0.0,0.0,50.0,0.27,3,150.0,150.0,40.5,West Asia,Adana,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,27.0
DEBIT,2,1,-472.42,269.96,Late delivery,1,17,Cleats,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,4,Apparel,38.15983963,-85.59026337,Pacific Asia,Adana,Turquía,185,30.0,0.1,59.99,-1.75,5,299.95,269.96,-472.42,West Asia,Adana,ON_HOLD,Perfect Fitness Perfect Rip Deck,59.99,First Class,-157.49958326387733
PAYMENT,2,4,-1.17,89.99,Advance shipping,0,17,Cleats,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,4,Apparel,38.15983963,-85.59026337,Europe,Hanover,Alemania,185,30.0,0.25,59.99,-0.01,2,119.98,89.99,-1.17,Western Europe,Baja Sajonia,PAYMENT_REVIEW,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-0.975162527087848
PAYMENT,2,4,39.14,134.98,Advance shipping,0,17,Cleats,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,4,Apparel,38.15983963,-85.59026337,Europe,Hanover,Alemania,185,44.99,0.25,59.99,0.29,3,179.97,134.98,39.14,Western Europe,Baja Sajonia,PAYMENT_REVIEW,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,21.74806912263155
PAYMENT,2,4,37.61,113.97,Advance shipping,0,29,Shop By Sport,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,5,Golf,38.15983963,-85.59026337,Europe,Hanover,Alemania,185,6.0,0.05,39.99,0.33,3,119.97,113.97,37.61,Western Europe,Baja Sajonia,PAYMENT_REVIEW,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,31.34950404267733
DEBIT,4,4,46.04,97.96,Shipping on time,0,46,Indoor/Outdoor Games,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,7,Fan Shop,38.15983963,-85.59026337,LATAM,Santo Domingo,República Dominicana,185,2.0,0.02,49.98,0.47,2,99.96,97.96,46.04,Caribbean,Santo Domingo,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,46.05842336934774
PAYMENT,2,4,61.88,363.98,Advance shipping,0,45,Fishing,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,7,Fan Shop,38.15983963,-85.59026337,Europe,Hanover,Alemania,185,36.0,0.09,399.98,0.17,1,399.98,363.98,61.88,Western Europe,Baja Sajonia,PAYMENT_REVIEW,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,15.470773538676935
DEBIT,4,4,37.21,79.16,Shipping on time,0,36,Golf Balls,Louisville,EE. UU.,Deborah,185,Smith,Consumer,KY,9295 Emerald Downs,40214.0,6,Outdoors,38.15983963,-85.59026337,LATAM,Santo Domingo,República Dominicana,185,0.8,0.01,19.99,0.47,4,79.96,79.16,37.21,Caribbean,Santo Domingo,ON_HOLD,Glove It Women's Imperial Golf Glove,19.99,Standard Class,46.53576788394197
PAYMENT,5,4,3.31,24.0,Late delivery,1,7,Hockey,Caguas,Puerto Rico,Diane,186,Jones,Home Office,PR,7580 Cozy Inlet,725.0,2,Fitness,18.24761581,-66.02528381,USCA,Pasadena,Estados Unidos,186,1.0,0.04,25.0,0.14,1,25.0,24.0,3.31,US Center ,Texas,PENDING_PAYMENT,Nike Women's Legend V-Neck T-Shirt,25.0,Standard Class,13.239999999999998
PAYMENT,5,4,14.54,128.69,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Diane,186,Jones,Home Office,PR,7580 Cozy Inlet,725.0,4,Apparel,18.24761581,-66.02528381,USCA,Pasadena,Estados Unidos,186,1.3,0.01,129.99,0.11,1,129.99,128.69,14.54,US Center ,Texas,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,11.185475805831215
CASH,6,2,0.0,195.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Diane,186,Jones,Home Office,PR,7580 Cozy Inlet,725.0,7,Fan Shop,18.24761581,-66.02528381,Europe,Uvarovo,Rusia,186,4.0,0.02,199.99,0.0,1,199.99,195.99,0.0,Eastern Europe,Tambov,CLOSED,Pelican Sunstream 100 Kayak,199.99,Second Class,0.0
CASH,6,2,48.5,193.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Diane,186,Jones,Home Office,PR,7580 Cozy Inlet,725.0,7,Fan Shop,18.24761581,-66.02528381,Europe,Uvarovo,Rusia,186,6.0,0.03,199.99,0.25,1,199.99,193.99,48.5,Eastern Europe,Tambov,CLOSED,Pelican Sunstream 100 Kayak,199.99,Second Class,24.25121256062803
PAYMENT,5,4,-36.09,191.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Diane,186,Jones,Home Office,PR,7580 Cozy Inlet,725.0,7,Fan Shop,18.24761581,-66.02528381,USCA,Pasadena,Estados Unidos,186,8.0,0.04,199.99,-0.19,1,199.99,191.99,-36.09,US Center ,Texas,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,-18.04590229511476
CASH,6,2,111.37,296.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Diane,186,Jones,Home Office,PR,7580 Cozy Inlet,725.0,7,Fan Shop,18.24761581,-66.02528381,Europe,Uvarovo,Rusia,186,3.0,0.01,299.98,0.38,1,299.98,296.98,111.37,Eastern Europe,Tambov,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,37.12580838722581
CASH,6,2,31.88,70.85,Late delivery,1,40,Accessories,Caguas,Puerto Rico,Diane,186,Jones,Home Office,PR,7580 Cozy Inlet,725.0,6,Outdoors,18.24761581,-66.02528381,Europe,Uvarovo,Rusia,186,4.12,0.06,24.99,0.45,3,74.97,70.85,31.88,Eastern Europe,Tambov,CLOSED,Team Golf Pittsburgh Steelers Putter Grip,24.99,Second Class,42.52367613712151
CASH,6,2,55.76,164.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Diane,186,Jones,Home Office,PR,7580 Cozy Inlet,725.0,5,Golf,18.24761581,-66.02528381,Europe,Uvarovo,Rusia,186,36.0,0.18,50.0,0.34,4,200.0,164.0,55.76,Eastern Europe,Tambov,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,27.88
TRANSFER,4,4,17.46,290.95,Shipping canceled,0,17,Cleats,Antioch,EE. UU.,Mildred,187,Herrera,Consumer,CA,8771 Middle Quail Heath,94509.0,4,Apparel,38.01698685,-121.7537537,Pacific Asia,Surabaya,Indonesia,187,9.0,0.03,59.99,0.06,5,299.95,290.95,17.46,Southeast Asia,Java Oriental,CANCELED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,5.820970161693617
PAYMENT,2,1,-70.5,299.98,Late delivery,1,43,Camping & Hiking,Antioch,EE. UU.,Mildred,187,Herrera,Consumer,CA,8771 Middle Quail Heath,94509.0,7,Fan Shop,38.01698685,-121.7537537,LATAM,San Salvador,El Salvador,187,0.0,0.0,299.98,-0.24,1,299.98,299.98,-70.5,Central America,San Salvador,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,-23.501566771118075
PAYMENT,2,1,49.6,296.98,Late delivery,1,43,Camping & Hiking,Antioch,EE. UU.,Mildred,187,Herrera,Consumer,CA,8771 Middle Quail Heath,94509.0,7,Fan Shop,38.01698685,-121.7537537,LATAM,San Salvador,El Salvador,187,3.0,0.01,299.98,0.17,1,299.98,296.98,49.6,Central America,San Salvador,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,16.534435629041937
PAYMENT,2,1,114.52,248.96,Late delivery,1,17,Cleats,Antioch,EE. UU.,Mildred,187,Herrera,Consumer,CA,8771 Middle Quail Heath,94509.0,4,Apparel,38.01698685,-121.7537537,LATAM,San Salvador,El Salvador,187,50.99,0.17,59.99,0.46,5,299.95,248.96,114.52,Central America,San Salvador,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,First Class,38.17969661610268
